,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
99313,8CA8213586CAC00347DCD29330308F27,31931,20,21,1,109.54771,18.29403,1667
99389,5BDB0B1B9F95859E0A3FF07772D3E435,39154,0,6,6,109.50201,18.25681,1511
99390,5BDB0B1B9F95859E0A3FF07772D3E435,31931,8,10,2,109.54771,18.29403,1667
99391,5BDB0B1B9F95859E0A3FF07772D3E435,39181,10,12,2,109.55153,18.28035,1715
99392,5BDB0B1B9F95859E0A3FF07772D3E435,39181,13,15,2,109.55153,18.28035,1715
99393,5BDB0B1B9F95859E0A3FF07772D3E435,39181,17,19,2,109.55153,18.28035,1715
99394,7171A8398911756415ECFCDCF96F249B,30121,0,6,6,109.52861,18.27222,1613
99395,7171A8398911756415ECFCDCF96F249B,31421,8,10,2,109.55382,18.22347,1705
99396,7171A8398911756415ECFCDCF96F249B,30851,11,22,11,109.5616,18.27396,1713
99409,246EF4D95FA494895EFB2D649512DAE7,60081,0,6,6,109.51097,18.22639,1556
99411,246EF4D95FA494895EFB2D649512DAE7,61011,11,16,5,109.60653,18.19076,1900
99413,246EF4D95FA494895EFB2D649512DAE7,60081,20,22,2,109.51097,18.22639,1556
99441,080247CC19405F981D4BEFE1A1E9D339,39181,0,3,3,109.55153,18.28035,1715
99442,080247CC19405F981D4BEFE1A1E9D339,31931,3,4,1,109.54771,18.29403,1667
99443,080247CC19405F981D4BEFE1A1E9D339,39181,5,19,14,109.55153,18.28035,1715
99444,080247CC19405F981D4BEFE1A1E9D339,31931,21,23,2,109.54771,18.29403,1667
99479,19F803FB996471824A8A9928BBFAB433,39181,0,6,6,109.55153,18.28035,1715
99480,19F803FB996471824A8A9928BBFAB433,31931,7,16,9,109.54771,18.29403,1667
99481,19F803FB996471824A8A9928BBFAB433,39181,18,23,5,109.55153,18.28035,1715
99487,E6546ADDD2155B08063BE71A9EAB8C5E,60401,0,3,3,109.47444,18.27583,1414
99488,E6546ADDD2155B08063BE71A9EAB8C5E,31031,3,7,4,109.49979,18.25382,1510
99489,E6546ADDD2155B08063BE71A9EAB8C5E,38251,8,10,2,109.49618,18.25493,1510
99490,E6546ADDD2155B08063BE71A9EAB8C5E,33101,11,12,1,109.68438,18.44368,2242
99491,E6546ADDD2155B08063BE71A9EAB8C5E,38251,15,16,1,109.49618,18.25493,1510
99492,E6546ADDD2155B08063BE71A9EAB8C5E,30711,17,19,2,109.50271,18.25347,1510
99602,45FA8AF959A216E06C82392E21728E7F,31071,0,4,4,109.58257,18.28458,1815
99603,45FA8AF959A216E06C82392E21728E7F,31561,5,6,1,109.56792,18.28479,1765
99604,45FA8AF959A216E06C82392E21728E7F,30851,9,10,1,109.5616,18.27396,1713
99605,45FA8AF959A216E06C82392E21728E7F,31561,13,18,5,109.56792,18.28479,1765
99606,45FA8AF959A216E06C82392E21728E7F,30851,20,21,1,109.5616,18.27396,1713
99647,D4EE8E1A4C04A1FF0596E4221D0B8B42,31071,0,7,7,109.58257,18.28458,1815
99648,D4EE8E1A4C04A1FF0596E4221D0B8B42,30854,9,22,13,109.56889,18.27076,1763
99651,7803AECF4FFC2BF233E3B7ACD0D2E9F8,39181,0,11,11,109.55153,18.28035,1715
99652,7803AECF4FFC2BF233E3B7ACD0D2E9F8,31931,12,14,2,109.54771,18.29403,1667
99653,7803AECF4FFC2BF233E3B7ACD0D2E9F8,39181,18,23,5,109.55153,18.28035,1715
99673,5A888DC7A3AA300CC584D9862C5384A1,60221,1,7,6,109.52569,18.29188,1616
99674,5A888DC7A3AA300CC584D9862C5384A1,39183,11,18,7,109.55542,18.28208,1715
99675,5A888DC7A3AA300CC584D9862C5384A1,31261,21,22,1,109.51174,18.2466,1559
99700,45FC4D7B7AEB1BB8222449DDC064C06B,30854,7,9,2,109.56889,18.27076,1763
99701,45FC4D7B7AEB1BB8222449DDC064C06B,31945,9,11,2,109.58021,18.29403,1817
99702,45FC4D7B7AEB1BB8222449DDC064C06B,39091,13,15,2,109.50097,18.25222,1510
99703,45FC4D7B7AEB1BB8222449DDC064C06B,31945,18,23,5,109.58021,18.29403,1817
99717,97CE5C717545A1CABCE7AAB167BFAFA3,31521,0,9,9,109.51458,18.22542,1555
99718,97CE5C717545A1CABCE7AAB167BFAFA3,38951,10,12,2,109.48097,18.28868,1416
99719,97CE5C717545A1CABCE7AAB167BFAFA3,38951,12,15,3,109.48097,18.28868,1416
99720,97CE5C717545A1CABCE7AAB167BFAFA3,60221,16,18,2,109.52569,18.29188,1616
99721,97CE5C717545A1CABCE7AAB167BFAFA3,38951,21,23,2,109.48097,18.28868,1416
99733,8CF08DEE8EF83AC7333B837D79034776,38171,1,6,5,109.50799,18.28139,1515
99735,8CF08DEE8EF83AC7333B837D79034776,30721,18,23,5,109.51597,18.28257,1565
99785,8AE8113E56204E191324933EBCC0418D,30181,0,1,1,109.51597,18.23313,1557
99786,8AE8113E56204E191324933EBCC0418D,31206,2,3,1,109.50819,18.23549,1507
99787,8AE8113E56204E191324933EBCC0418D,30181,4,5,1,109.51597,18.23313,1557
99794,6733B324E753B6172A50174A4CB1E5C2,31251,0,4,4,109.18528,18.2975,317
99796,6733B324E753B6172A50174A4CB1E5C2,31251,11,17,6,109.18528,18.2975,317
99827,60089DFF68909103D9A6D1DCB7C683F5,31864,12,13,1,109.49014,18.28333,1465
99880,B55755EE77AAB7159A5530B30083F834,60411,0,1,1,109.32514,18.30854,869
99881,B55755EE77AAB7159A5530B30083F834,30661,2,4,2,109.37028,18.24361,1008
99882,B55755EE77AAB7159A5530B30083F834,31471,4,7,3,109.34583,18.29563,917
99883,B55755EE77AAB7159A5530B30083F834,30661,8,13,5,109.37028,18.24361,1008
99886,C17F2EF1DEA79C8C951E3013EE071B2C,31071,2,8,6,109.58257,18.28458,1815
99887,C17F2EF1DEA79C8C951E3013EE071B2C,60421,8,9,1,109.46333,18.31743,1371
99888,C17F2EF1DEA79C8C951E3013EE071B2C,31071,10,15,5,109.58257,18.28458,1815
99919,D91289410D46E2838A7CD67AF8E32DCF,39091,16,18,2,109.50097,18.25222,1510
99920,D91289410D46E2838A7CD67AF8E32DCF,38185,18,23,5,109.51333,18.27347,1563
99983,A9C7C0A15D485E40B43093FA63B4F0D5,31521,0,8,8,109.51458,18.22542,1555
100007,C358285726113434A30FBBA8DED710E7,60371,0,9,9,109.53063,18.30056,1618
100008,C358285726113434A30FBBA8DED710E7,30071,11,12,1,109.52819,18.30472,1619
100009,C358285726113434A30FBBA8DED710E7,31621,15,16,1,109.51035,18.29826,1568
100010,6B56111B79E5EDEBB9E11EFC0935D50B,60131,0,7,7,109.49819,18.24778,1509
100011,6B56111B79E5EDEBB9E11EFC0935D50B,31781,9,12,3,109.19847,18.2975,367
100012,6B56111B79E5EDEBB9E11EFC0935D50B,31031,16,20,4,109.49979,18.25382,1510
100013,6B56111B79E5EDEBB9E11EFC0935D50B,60131,20,23,3,109.49819,18.24778,1509
100063,A5CE8EC163B2D3DFB2CA8F669B7180D4,31531,14,15,1,109.49583,18.25972,1461
100064,A5CE8EC163B2D3DFB2CA8F669B7180D4,31861,16,17,1,109.49042,18.27549,1464
100065,A5CE8EC163B2D3DFB2CA8F669B7180D4,30151,18,23,5,109.50986,18.25083,1560
100071,24E98C0EC4A6054CC486A2611C493128,30854,2,5,3,109.56889,18.27076,1763
100072,24E98C0EC4A6054CC486A2611C493128,31071,6,8,2,109.58257,18.28458,1815
100073,24E98C0EC4A6054CC486A2611C493128,30854,8,9,1,109.56889,18.27076,1763
100081,8621CFDF1B89A83351494618C53D033F,31071,1,8,7,109.58257,18.28458,1815
100082,8621CFDF1B89A83351494618C53D033F,39181,8,10,2,109.55153,18.28035,1715
100083,8621CFDF1B89A83351494618C53D033F,39181,10,13,3,109.55153,18.28035,1715
100084,8621CFDF1B89A83351494618C53D033F,39181,15,23,8,109.55153,18.28035,1715
100094,93A3718C0EC450CC77C4756F930E9D7C,39151,7,9,2,109.49875,18.25097,1510
100095,93A3718C0EC450CC77C4756F930E9D7C,60161,9,10,1,109.49174,18.26181,1461
100096,93A3718C0EC450CC77C4756F930E9D7C,38251,10,12,2,109.49618,18.25493,1510
100097,93A3718C0EC450CC77C4756F930E9D7C,60401,17,19,2,109.47444,18.27583,1414
100098,93A3718C0EC450CC77C4756F930E9D7C,60291,20,21,1,109.50826,18.24639,1509
100160,F6A539AAED9AF63EFFEF4F07EA46DEF3,60054,14,16,2,109.3016,18.31229,770
100161,F6A539AAED9AF63EFFEF4F07EA46DEF3,60621,21,23,2,109.48354,18.27451,1464
100162,BE7763F8096EB5A037146E1CC4190538,30854,20,21,1,109.56889,18.27076,1763
100163,BE7763F8096EB5A037146E1CC4190538,31561,21,23,2,109.56792,18.28479,1765
100168,E8BE10EF1C0A6A216F7B6C008ED029A8,60371,0,8,8,109.53063,18.30056,1618
100169,E8BE10EF1C0A6A216F7B6C008ED029A8,31571,9,10,1,109.61563,18.23326,1957
100170,E8BE10EF1C0A6A216F7B6C008ED029A8,38991,12,13,1,109.52681,18.30368,1618
100171,E8BE10EF1C0A6A216F7B6C008ED029A8,60226,17,18,1,109.5175,18.28778,1566
100172,E8BE10EF1C0A6A216F7B6C008ED029A8,38251,19,21,2,109.49618,18.25493,1510
100177,5A52D514A004C406B3CAF14D74C40F10,30461,13,17,4,109.5116,18.26313,1562
100178,85C1BD53669C6AB80E634D25EC9D5396,30711,17,18,1,109.50271,18.25347,1510
100179,85C1BD53669C6AB80E634D25EC9D5396,30711,21,23,2,109.50271,18.25347,1510
100191,B76381FBDC68F2B2041DDEC63195F0A7,39181,11,18,7,109.55153,18.28035,1715
100192,B76381FBDC68F2B2041DDEC63195F0A7,39181,19,21,2,109.55153,18.28035,1715
100193,B76381FBDC68F2B2041DDEC63195F0A7,31931,21,22,1,109.54771,18.29403,1667
100245,8B3125BACE32612AE7F9DC5599DC75E6,31521,0,7,7,109.51458,18.22542,1555
100246,8B3125BACE32612AE7F9DC5599DC75E6,30661,9,17,8,109.37028,18.24361,1008
100247,8B3125BACE32612AE7F9DC5599DC75E6,60081,18,23,5,109.51097,18.22639,1556
100313,F3E280D806C0279BCC08880D6A71DAC7,31031,20,21,1,109.49979,18.25382,1510
100314,F3E280D806C0279BCC08880D6A71DAC7,60621,22,23,1,109.48354,18.27451,1464
100319,D34A34E9CA4518B994A07E07D99BC875,31471,12,14,2,109.34583,18.29563,917
100320,D34A34E9CA4518B994A07E07D99BC875,60054,14,15,1,109.3016,18.31229,770
100321,D34A34E9CA4518B994A07E07D99BC875,31231,18,19,1,109.42597,18.29292,1217
100322,D34A34E9CA4518B994A07E07D99BC875,30351,20,23,3,109.41701,18.29292,1217
100325,EB316856896788EC8FD871E122E95728,30931,0,6,6,109.55653,18.32722,1722
100326,EB316856896788EC8FD871E122E95728,31811,11,12,1,109.54201,18.31806,1671
100327,EB316856896788EC8FD871E122E95728,30701,12,16,4,109.59313,18.32007,1871
100328,EB316856896788EC8FD871E122E95728,31811,17,18,1,109.54201,18.31806,1671
100329,EB316856896788EC8FD871E122E95728,30701,19,20,1,109.59313,18.32007,1871
100334,8F3DE08315D720DC64DC898C5903196E,30854,6,15,9,109.56889,18.27076,1763
100335,8F3DE08315D720DC64DC898C5903196E,60631,17,18,1,109.57778,18.27583,1814
100336,74A9CCA48CD6C2DA9FC7DFDB8817D50B,30851,2,3,1,109.5616,18.27396,1713
100337,74A9CCA48CD6C2DA9FC7DFDB8817D50B,31945,3,5,2,109.58021,18.29403,1817
100338,74A9CCA48CD6C2DA9FC7DFDB8817D50B,31071,8,10,2,109.58257,18.28458,1815
100372,878FC5EBB1B28FAABA6E6BFD01664318,30251,0,16,16,109.50611,18.26653,1512
100373,878FC5EBB1B28FAABA6E6BFD01664318,31181,17,18,1,109.50382,18.24813,1509
100374,878FC5EBB1B28FAABA6E6BFD01664318,30251,21,23,2,109.50611,18.26653,1512
100404,3C6C31F30579C628F9EDFADEE409AE9F,60241,14,15,1,109.53319,18.28667,1616
100405,3C6C31F30579C628F9EDFADEE409AE9F,30071,17,18,1,109.52819,18.30472,1619
100406,3C6C31F30579C628F9EDFADEE409AE9F,30711,18,21,3,109.50271,18.25347,1510
100491,5D06B39D1C4AAC35B6AB826D6203C7C7,31031,12,14,2,109.49979,18.25382,1510
100492,5D06B39D1C4AAC35B6AB826D6203C7C7,60401,16,17,1,109.47444,18.27583,1414
100493,5D06B39D1C4AAC35B6AB826D6203C7C7,31031,18,20,2,109.49979,18.25382,1510
100494,5D06B39D1C4AAC35B6AB826D6203C7C7,60401,21,23,2,109.47444,18.27583,1414
100538,2DDF3A993BD69F79020EB97CF3A71819,38171,0,6,6,109.50799,18.28139,1515
100539,2DDF3A993BD69F79020EB97CF3A71819,30161,10,15,5,109.50042,18.24389,1508
100540,2DDF3A993BD69F79020EB97CF3A71819,30161,17,19,2,109.50042,18.24389,1508
100541,2DDF3A993BD69F79020EB97CF3A71819,38171,21,23,2,109.50799,18.28139,1515
100544,632A9EB46E40EB8DE8C99AAD5A0CDFB2,30221,0,13,13,109.57833,18.20222,1802
100545,632A9EB46E40EB8DE8C99AAD5A0CDFB2,30854,14,15,1,109.56889,18.27076,1763
100546,632A9EB46E40EB8DE8C99AAD5A0CDFB2,30221,18,23,5,109.57833,18.20222,1802
100570,8EA475D017A01807E97E34F719EA95E4,30361,12,14,2,109.50347,18.24,1508
100571,8EA475D017A01807E97E34F719EA95E4,38315,15,17,2,109.48979,18.29764,1467
100581,C9D18F84DE09060EAAE7ED1445E46CDD,30771,1,2,1,109.49938,18.26042,1511
100582,C9D18F84DE09060EAAE7ED1445E46CDD,30911,2,9,7,109.50493,18.26181,1511
100583,C9D18F84DE09060EAAE7ED1445E46CDD,31351,12,14,2,109.4959,18.28417,1465
100584,EBD16061EA20EE33D9344D33735E5205,38891,0,6,6,109.51486,18.24118,1558
100585,EBD16061EA20EE33D9344D33735E5205,31201,11,13,2,109.51042,18.23819,1558
100586,EBD16061EA20EE33D9344D33735E5205,38291,14,17,3,109.51618,18.24313,1558
100602,34A1BA5A97F90C4ABB34EDC7004774A9,30851,0,17,17,109.5616,18.27396,1713
100603,34A1BA5A97F90C4ABB34EDC7004774A9,39371,19,21,2,109.56627,18.2646,1762
100612,5A848609D5F7F3D6FA074D3A44427904,30671,0,7,7,109.43611,18.30139,1268
100613,5A848609D5F7F3D6FA074D3A44427904,30321,7,9,2,109.49563,18.29611,1467
100633,4C18D34133535C99A4487BE59B40CD43,31421,0,7,7,109.55382,18.22347,1705
100634,4C18D34133535C99A4487BE59B40CD43,31781,9,11,2,109.19847,18.2975,367
100635,4C18D34133535C99A4487BE59B40CD43,31471,14,15,1,109.34583,18.29563,917
100688,92F9F53206FAF7EB9CC354C3DBB7190F,38212,0,8,8,109.48889,18.26306,1462
100689,92F9F53206FAF7EB9CC354C3DBB7190F,30851,11,13,2,109.5616,18.27396,1713
100690,92F9F53206FAF7EB9CC354C3DBB7190F,31561,14,15,1,109.56792,18.28479,1765
100691,92F9F53206FAF7EB9CC354C3DBB7190F,30361,19,20,1,109.50347,18.24,1508
100692,92F9F53206FAF7EB9CC354C3DBB7190F,38212,21,23,2,109.48889,18.26306,1462
100705,2F440A235E684ECEDD042B3100A4AE95,31071,0,7,7,109.58257,18.28458,1815
100706,2F440A235E684ECEDD042B3100A4AE95,30854,9,15,6,109.56889,18.27076,1763
100707,2F440A235E684ECEDD042B3100A4AE95,31561,18,19,1,109.56792,18.28479,1765
100718,0607630771850E9B096589D3130ADE6B,60631,18,19,1,109.57778,18.27583,1814
100728,ACDEAAF45B65DE48CF80A48DBD3C775E,30854,10,21,11,109.56889,18.27076,1763
100729,ACDEAAF45B65DE48CF80A48DBD3C775E,31071,21,23,2,109.58257,18.28458,1815
100734,CA0CAB48AE6A9854AFA11ACF88A2CB9C,30281,16,17,1,109.50597,18.27583,1514
100735,CA0CAB48AE6A9854AFA11ACF88A2CB9C,30281,20,23,3,109.50597,18.27583,1514
100744,A0F32304B8707E330B50C46F2DA1FB4F,31561,1,6,5,109.56792,18.28479,1765
100745,A0F32304B8707E330B50C46F2DA1FB4F,30854,7,9,2,109.56889,18.27076,1763
100778,3ED95B3B7DE39D1CC7F37C685EFCA5A0,31781,10,11,1,109.19847,18.2975,367
100779,3ED95B3B7DE39D1CC7F37C685EFCA5A0,31471,15,16,1,109.34583,18.29563,917
100780,3ED95B3B7DE39D1CC7F37C685EFCA5A0,60381,19,21,2,109.5241,18.22458,1605
100781,3ED95B3B7DE39D1CC7F37C685EFCA5A0,31521,21,23,2,109.51458,18.22542,1555
100799,7B1A07C39637E996C01DF0A3D287D3C6,30854,14,17,3,109.56889,18.27076,1763
100800,7B1A07C39637E996C01DF0A3D287D3C6,31071,21,22,1,109.58257,18.28458,1815
100803,DB4DF566D4757FF3BB488F82DE126248,31561,4,7,3,109.56792,18.28479,1765
100804,DB4DF566D4757FF3BB488F82DE126248,30851,7,9,2,109.5616,18.27396,1713
100805,DB4DF566D4757FF3BB488F82DE126248,31561,11,12,1,109.56792,18.28479,1765
100806,DB4DF566D4757FF3BB488F82DE126248,30851,17,18,1,109.5616,18.27396,1713
100807,DB4DF566D4757FF3BB488F82DE126248,60117,20,22,2,109.73604,18.35681,2427
100827,0312B43ACF9ED1D8304E325E851AEE29,30851,11,13,2,109.5616,18.27396,1713
100828,0312B43ACF9ED1D8304E325E851AEE29,31561,14,16,2,109.56792,18.28479,1765
100829,0312B43ACF9ED1D8304E325E851AEE29,30851,16,17,1,109.5616,18.27396,1713
100830,0312B43ACF9ED1D8304E325E851AEE29,31561,17,20,3,109.56792,18.28479,1765
100854,B55959B64746A18ECF5077B5F7359221,31561,0,6,6,109.56792,18.28479,1765
100855,B55959B64746A18ECF5077B5F7359221,39183,8,10,2,109.55542,18.28208,1715
100856,B55959B64746A18ECF5077B5F7359221,31561,11,14,3,109.56792,18.28479,1765
100893,67D30B307FD4639F5D7DA8C23EB3E033,60291,19,20,1,109.50826,18.24639,1509
100943,09390A13C8E5C15C1E5674E3DB9139EC,60201,8,10,2,109.5041,18.2509,1510
100944,09390A13C8E5C15C1E5674E3DB9139EC,30711,13,20,7,109.50271,18.25347,1510
101053,4F877A4B395C9E22C3B85958392F2EAB,30381,18,20,2,109.52521,18.24507,1609
101054,4F877A4B395C9E22C3B85958392F2EAB,31181,21,23,2,109.50382,18.24813,1509
101055,0C8D15C0488D521680F0DE3A28CFE111,30701,0,2,2,109.59313,18.32007,1871
101056,0C8D15C0488D521680F0DE3A28CFE111,31811,2,3,1,109.54201,18.31806,1671
101057,0C8D15C0488D521680F0DE3A28CFE111,30701,4,6,2,109.59313,18.32007,1871
101079,0410C9BFB4956092D2C91E696A83188B,31071,1,6,5,109.58257,18.28458,1815
101080,0410C9BFB4956092D2C91E696A83188B,30854,8,9,1,109.56889,18.27076,1763
101081,0410C9BFB4956092D2C91E696A83188B,31071,11,13,2,109.58257,18.28458,1815
101082,0410C9BFB4956092D2C91E696A83188B,30854,14,16,2,109.56889,18.27076,1763
101094,64F4CDF664AA04E7B79DE93C57128CF6,31931,0,6,6,109.54771,18.29403,1667
101095,64F4CDF664AA04E7B79DE93C57128CF6,39181,8,19,11,109.55153,18.28035,1715
101096,64F4CDF664AA04E7B79DE93C57128CF6,31931,19,22,3,109.54771,18.29403,1667
101097,554561FEA364578E822ED5561D209EEA,30221,0,13,13,109.57833,18.20222,1802
101098,554561FEA364578E822ED5561D209EEA,30854,14,15,1,109.56889,18.27076,1763
101099,554561FEA364578E822ED5561D209EEA,30221,18,23,5,109.57833,18.20222,1802
101100,0878243E331032B9659EF30304C4F81B,30151,0,8,8,109.50986,18.25083,1560
101101,0878243E331032B9659EF30304C4F81B,60054,9,10,1,109.3016,18.31229,770
101102,0878243E331032B9659EF30304C4F81B,30661,12,14,2,109.37028,18.24361,1008
101103,0878243E331032B9659EF30304C4F81B,60201,19,21,2,109.5041,18.2509,1510
101104,0878243E331032B9659EF30304C4F81B,30151,21,23,2,109.50986,18.25083,1560
101108,45CCFCD3EBDF941E1C92B70ED06E8B5E,30854,0,8,8,109.56889,18.27076,1763
101109,45CCFCD3EBDF941E1C92B70ED06E8B5E,31071,11,12,1,109.58257,18.28458,1815
101110,45CCFCD3EBDF941E1C92B70ED06E8B5E,30854,12,16,4,109.56889,18.27076,1763
101146,6B806948BC9187A91D033B4096721B00,31071,13,20,7,109.58257,18.28458,1815
101147,6B806948BC9187A91D033B4096721B00,31561,21,22,1,109.56792,18.28479,1765
101148,DE5024DB59D5BF6AE5857A85EB7680EA,30854,11,13,2,109.56889,18.27076,1763
101149,DE5024DB59D5BF6AE5857A85EB7680EA,60631,13,15,2,109.57778,18.27583,1814
101150,DE5024DB59D5BF6AE5857A85EB7680EA,30854,18,20,2,109.56889,18.27076,1763
101163,7B6FDF5112B5C4A0BB0F3BA724E8ED45,60081,17,19,2,109.51097,18.22639,1556
101164,7B6FDF5112B5C4A0BB0F3BA724E8ED45,31236,20,23,3,109.42965,18.29111,1216
101181,933C30058B1CA246EC59609197D7CAAB,31071,1,16,15,109.58257,18.28458,1815
101182,933C30058B1CA246EC59609197D7CAAB,38157,19,21,2,109.51483,18.26958,1563
101183,933C30058B1CA246EC59609197D7CAAB,31071,22,23,1,109.58257,18.28458,1815
101192,5A7A3D5F722F0EB2695C45BF16BBC483,38157,0,7,7,109.51483,18.26958,1563
101193,5A7A3D5F722F0EB2695C45BF16BBC483,60661,8,10,2,109.548,18.2377,1657
101194,5A7A3D5F722F0EB2695C45BF16BBC483,38271,14,15,1,109.62632,18.23049,1956
101195,5A7A3D5F722F0EB2695C45BF16BBC483,30861,17,19,2,109.52722,18.22743,1606
101196,5A7A3D5F722F0EB2695C45BF16BBC483,31206,20,22,2,109.50819,18.23549,1507
101250,2183AF5A97756EB05E1459D1CE0BD7C7,38251,19,21,2,109.49618,18.25493,1510
101251,2183AF5A97756EB05E1459D1CE0BD7C7,60371,22,23,1,109.53063,18.30056,1618
101263,D85BA1E720DE38375E6105B94C5C6FB9,30771,0,13,13,109.49938,18.26042,1511
101264,D85BA1E720DE38375E6105B94C5C6FB9,39321,13,16,3,109.529,18.2167,1604
101265,D85BA1E720DE38375E6105B94C5C6FB9,31671,17,18,1,109.38965,18.29813,1068
101266,D85BA1E720DE38375E6105B94C5C6FB9,60541,18,20,2,109.4084,18.29208,1167
101299,149F44702DEC8C73589BE6524F0A1FFD,30854,2,20,18,109.56889,18.27076,1763
101300,149F44702DEC8C73589BE6524F0A1FFD,39183,20,22,2,109.55542,18.28208,1715
101339,DD9F75DC35C7510FCB052A20368D2852,60381,13,15,2,109.5241,18.22458,1605
101340,DD9F75DC35C7510FCB052A20368D2852,31091,19,20,1,109.41201,18.31222,1170
101354,36ECFE49831F53ABE6FBD1CCA4C1DFA7,60391,0,2,2,109.47667,18.28757,1416
101355,36ECFE49831F53ABE6FBD1CCA4C1DFA7,60391,3,9,6,109.47667,18.28757,1416
101364,01FF2C535995B14A04DDA79B1FD40766,38903,0,1,1,109.39229,18.29243,1117
101365,01FF2C535995B14A04DDA79B1FD40766,38145,2,4,2,109.378,18.2912,1066
101366,01FF2C535995B14A04DDA79B1FD40766,31081,8,10,2,109.44639,18.30181,1318
101367,01FF2C535995B14A04DDA79B1FD40766,31101,13,16,3,109.65389,18.23403,2057
101378,C93386A9D86FE22A1FD4E5116045DD8D,31561,2,3,1,109.56792,18.28479,1765
101379,C93386A9D86FE22A1FD4E5116045DD8D,39183,7,15,8,109.55542,18.28208,1715
101380,C93386A9D86FE22A1FD4E5116045DD8D,30854,19,20,1,109.56889,18.27076,1763
101417,0D23DA79DAEC5FDA0A3AFC440101E568,31231,0,7,7,109.42597,18.29292,1217
101418,0D23DA79DAEC5FDA0A3AFC440101E568,31781,11,14,3,109.19847,18.2975,367
101421,2B8C748A18FA7D08D4335AD7C9DEF01B,31761,0,6,6,109.60521,18.27965,1914
101422,2B8C748A18FA7D08D4335AD7C9DEF01B,30951,9,15,6,109.56208,18.25667,1761
101423,2B8C748A18FA7D08D4335AD7C9DEF01B,31761,19,22,3,109.60521,18.27965,1914
101431,DCF02478AC5ACC5C3190CEB09210F280,60361,15,18,3,109.51938,18.29681,1567
101432,DCF02478AC5ACC5C3190CEB09210F280,31351,19,23,4,109.4959,18.28417,1465
101471,01C3A40E8C2D18FB80BE4CD2C78B4B61,39091,13,16,3,109.50097,18.25222,1510
101472,01C3A40E8C2D18FB80BE4CD2C78B4B61,39091,20,23,3,109.50097,18.25222,1510
101484,7B596B6BEF2AFA6C9AB0582C35D0C3A4,30361,20,22,2,109.50347,18.24,1508
101510,F7F87EAB6A1C95FDC3321C58C5D1E097,60281,13,16,3,109.51743,18.25924,1561
101515,73E2E1BE5471172391E67FF4D9056766,60231,0,1,1,109.49903,18.21972,1504
101516,73E2E1BE5471172391E67FF4D9056766,30051,5,6,1,109.48917,18.21215,1453
101517,73E2E1BE5471172391E67FF4D9056766,39301,8,10,2,109.48361,18.21153,1453
101518,73E2E1BE5471172391E67FF4D9056766,60054,12,14,2,109.3016,18.31229,770
101570,66290D92C6D91C5C0C9CFEAA9F85388C,31071,1,8,7,109.58257,18.28458,1815
101571,66290D92C6D91C5C0C9CFEAA9F85388C,30854,9,11,2,109.56889,18.27076,1763
101572,66290D92C6D91C5C0C9CFEAA9F85388C,30421,12,13,1,109.50021,18.25861,1511
101573,66290D92C6D91C5C0C9CFEAA9F85388C,30854,15,17,2,109.56889,18.27076,1763
101574,66290D92C6D91C5C0C9CFEAA9F85388C,30891,18,21,3,109.59431,18.28389,1865
101575,66290D92C6D91C5C0C9CFEAA9F85388C,30854,21,23,2,109.56889,18.27076,1763
101585,F925AC8C169C2BA20A1C0DA2437ACAA9,30854,8,9,1,109.56889,18.27076,1763
101586,F925AC8C169C2BA20A1C0DA2437ACAA9,39371,10,23,13,109.56627,18.2646,1762
101596,D37BF241A4A35F0F341582CAF9EF0DD2,31205,0,1,1,109.51111,18.23736,1557
101597,D37BF241A4A35F0F341582CAF9EF0DD2,31206,1,7,6,109.50819,18.23549,1507
101598,D37BF241A4A35F0F341582CAF9EF0DD2,60081,9,13,4,109.51097,18.22639,1556
101599,D37BF241A4A35F0F341582CAF9EF0DD2,39191,14,17,3,109.51493,18.23472,1557
101618,0133DDFFB5CECBB261CEDEF10A82D50B,31561,0,11,11,109.56792,18.28479,1765
101619,0133DDFFB5CECBB261CEDEF10A82D50B,31071,11,14,3,109.58257,18.28458,1815
101620,0133DDFFB5CECBB261CEDEF10A82D50B,30234,14,16,2,109.60681,18.29979,1918
101624,B55112D1732F2CB737866DB64BBAC4BE,60054,13,15,2,109.3016,18.31229,770
101625,B55112D1732F2CB737866DB64BBAC4BE,30731,19,23,4,109.50944,18.22306,1555
101627,38670F0FEE8D96783B5FC6DF69F10DA0,31145,12,13,1,109.20431,18.30479,369
101628,38670F0FEE8D96783B5FC6DF69F10DA0,31534,15,16,1,109.49368,18.25806,1461
101629,38670F0FEE8D96783B5FC6DF69F10DA0,31534,18,23,5,109.49368,18.25806,1461
101675,0E129C09250C0D46273B4BD7E5225556,30771,0,7,7,109.49938,18.26042,1511
101676,0E129C09250C0D46273B4BD7E5225556,60201,8,10,2,109.5041,18.2509,1510
101677,0E129C09250C0D46273B4BD7E5225556,31303,12,15,3,109.15826,18.29549,217
101694,A2D836A887588298B0C011C476E5DB59,38951,2,9,7,109.48097,18.28868,1416
101695,A2D836A887588298B0C011C476E5DB59,30361,10,12,2,109.50347,18.24,1508
101696,A2D836A887588298B0C011C476E5DB59,38951,12,23,11,109.48097,18.28868,1416
101706,01BB30E777A61FC32E55053983D0DA10,30661,13,15,2,109.37028,18.24361,1008
101707,01BB30E777A61FC32E55053983D0DA10,60411,19,22,3,109.32514,18.30854,869
